"id","journal","publication_date","article_type","financial_disclosure"
"10.1371/journal.pone.0028879","PLoS ONE","2011-12-21","Research Article","GD, NB, SS and AM are funded by the Wellcome Trust. AP and PK are funded by the Wellcome Trust and part of this work is supported by funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under the project EMPERIE, EC grant agreement number 223498'. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028903","PLoS ONE","2011-12-14","Research Article","This work was supported by a grant from the European Union FP7-HEALTH-200647, Fighting Aneurysmal Diseases, and grants from la Fondation de l'Avenir and la Fondation pour la Recherche Médicale. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029011","PLoS ONE","2011-12-19","Research Article","This work was supported by Swedish Research Council grant 2005-6412 and by the Magnus Bergvall foundation (to S.S.W.), by the Biotechnology and Biological Sciences Research Council (BBF0083091 and B19088) and by the Marie Curie Initial Training Network, EuroglycoArrays Project, part of the FP7 People Programme (to A.D.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029130","PLoS ONE","2011-12-22","Research Article","RGW is funded by a Medical Research Council (UK) Methodology Research Fellowship (G0802414) and the European Commission Seventh Framework Programme FP7 (242061). All authors were supported by the Bill and Melinda Gates Foundation (19790.01). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029140","PLoS ONE","2011-12-27","Research Article","This study was supported by funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under the project EMPERIE, EC grant agreement number 223498, VIDI grant 016.066.318 from the Netherlands Organization for Scientific Research (NWO). Grants from the Arthur von Gwinner Foundation (Max Planck Society), the Boehringer Ingelheim Fonds for Basic Research in Medicine (BIF) and trust funds from the Smithsonian Tropical Reserarch Institute (STRI) contributed to field work in Panama. Work in Ghana was supported by grants from the German Ministry of Education and Research (BMBF) (01KIO701) and the German Research Foundation (DFG) (DR 772/3-1 KA 1241/18-1). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029190","PLoS ONE","2011-12-29","Research Article","This work was financially supported by the project “Transmission Mode of Tuberculosis” (2008ZX100/03-010-02) and “Warning Mode of Tuberculosis” (2008ZX10003-008) of National Key Program of Mega Infectious Diseases. Exchanges between European and Chinese laboratories were supported by The FP7 grant LSHP-CT-2005-012166 “Tuberculosis China.” The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029228","PLoS ONE","2012-01-11","Research Article","This work was supported by the Israel Science Foundation (Israel Academy of Sciences, Grant 348/09) and by the 7th EU project POCEMON (FP7-ICT-2007-216088). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029310","PLoS ONE","2012-01-03","Research Article","This study was supported by project (SE0778) from the Department for Environment, Food and Rural Affairs of the United Kingdom. http://www.defra.gov.uk/. Pathological investigations were supported by the European Commission's Seventh Framework Programme (FP7/2007–2013) under grant agreement n° 228394 (NADIR) (http://cordis.europa.eu/fp7/home_en.html). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029337","PLoS ONE","2011-12-21","Research Article","This work was supported in part by the Swiss National Science Foundation (SNSF) Sinergia grants [CRSIKO_122691, CRSI33_130080 to D.Q. and A.P.]; the National Centre of Competence in Research (NCCR) Synapsy, and the 7th framework programme of the European Union (ADAMS) [242257, FP7-HEALTH-2009 to D.Q. and A.P.]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029364","PLoS ONE","2011-12-29","Research Article","The authors would like to thank the EU/Energy FP7 project SOLAR-H2 (contract 212508, OK), the German Federal Ministry of Science BMBF-ForSys-Partner project (contract 0315265A, OK), the Australian Research Council (DP0877147, BH) as well as the Engineering and Physical Sciences Research Council (EP/F00270X/1, PN. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029408","PLoS ONE","2012-01-06","Research Article","The work was supported by Fundação para a Ciência e Tecnologia (FCT) of the Portuguese Ministry of Science (PTDC/SAU-GMG/100313/2008), the Federal German Ministry of education and Science (Biofuture) C.S.S.G-S. was supported by an FCT fellowship (SFRH/BD/15888/2005). M.A.I. was funded by the EU FP 7 Marie Curie Initial Training Network “Intervention Strategies against Malaria (InterMalTraining)”, contract no. 215281. L.F.M. is a Young Investigator from the Human Frontier Science Program and receives support from Fundação Luso-Americana para o Desenvolvimento and Fundação para a Ciência e a Tecnologia (PTDC/SAU-MII/69280/2006 and PTDC/SAU-MII/78333/2006). F.F. thanks the Chica and Heinz Schaller Foundation for support. M.M.M. and F.F. are members of the EU FP7 Network of Excellence EVIMalaR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029428","PLoS ONE","2011-12-28","Research Article","This work was supported primarily by grant G0600424 from the Medical Research Council (ALG) and in addition by Transmolbloc (EU FP7) and BBSRC (award number LDAD_P15820). SJD and AVH are Jenner Investigators. SJD is a MRC Career Development Fellow. AVH is a Wellcome Trust Principal Research Fellow. ALG was an MRC clinical training fellow whilst she undertook this research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. http://www.mrc.ac.uk/index.htm. http://www.bbsrc.ac.uk/. http://www.wellcome.ac.uk/."
"10.1371/journal.pone.0029568","PLoS ONE","2012-01-09","Research Article","This work was performed thanks to an ASSEMBLE grant to SD and within the Linnaeus Centre for Marine Evolutionary Biology at the University of Gothenburg (http://www.cemeb.science.gu.se/), and supported by a Linnaeus-grant from the Swedish Research Councils VR and Formas. This paper is a contribution to the “European Project on Ocean Acidification” (EPOCA) which received funding from the European Community's Seventh Framework Programme (FP7/2007-2013) under grant agreement n° 211384 and the “Sub-seabed carbon storage and the marine environment” (ECO2) a Collaborative Project funded under the European Commission's Framework Seven Programme Topic OCEAN.2010.3, project number 265847. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029749","PLoS ONE","2011-12-27","Research Article","This work was supported by Swedish Research Council (SIMSAM grant number 80748301). Drs. Fang Fang and Karin Wirdefeldt were supported by Hjärnfonden and the Svenska Sällskapet för Medicinsk Forskning (SSMF). Drs. Honglei Chen and Freya Kamel were supported by the intramural research program of National Institutes of Health, the National Institute of Environmental Health Sciences of the United States. We also thank the NIHR specialist Biomedical Research Centre for Mental Health at the South London and Maudsley NHS Foundation Trust (SLaM) and the Institute of Psychiatry, King's College London. The research leading to these results also received funding from the European Community's Health Seventh Framework Programme (FP7/2007-2013) under grant agreement n° 259867. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029807","PLoS ONE","2012-01-03","Research Article","This work was supported by grant 3.4516.09 from the Fonds de la Recherche Scientifique Médicale (to Dr. Jonas), grant ARC 05/10-328 from the General Direction of Scientific Research of the French Community of Belgium and the Interuniversity Poles of Attraction Program (P6/42)-Belgian Science Policy (to Dr. Jonas), METOXIA-EU-FP7 (to Dr. Pouysségur), a grant from the European Foundation for the Study of Diabetes in partnership with Merck Sharp & Dohme (EFSD/MSD Partnership for European Studies on Beta Cell Function and Survival: Basic Research Programme) (to Dr. Jonas), a grant from the EFSD in partnership with the Juvenile Diabetes Research Foundation and Novo Nordisk A/S (EFSD/JDRF/Novo Nordisk European Programme in Type 1 Diabetes Research) (to Dr. Duvillié), and a grant from the Association de Langue Française pour l'Etude du Diabète et des Maladies Métaboliques (ALFEDIAM) in partnership with sanofi-aventis Group (to Dr. Duvillié). Dr. Bensellam was Research Fellow and Dr. Jonas is Research Director of the Fonds de la Recherche Scientifique-FNRS (Belgium). These funding agencies and their commercial partners had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
